id,author_id,text,retweets,permalink,date,formatted_date,favorites,mentions,hashtags,geo,urls,search_term,text_clean,index_x,Topic0,Topic1,Topic2,Topic3,Topic4,dominant_topic,index_y,Word 0,Word 1,Word 2,Word 3,Word 4,topic_index
1122114439308828672,20010113.0,optimism about china’s central planning? on a global scale? who cares if 1/5 of china’s domestic housing stock is currently vacant? it accounted for $1.5 trillion in mortgage loans in 2017 - and when has anything bad ever happened when loans don’t perform? ,0.0,https://twitter.com/randyfinch/status/1122114439308828672,2019-04-27 12:25:04+00:00,Sat Apr 27 12:25:04 +0000 2019,0.0,,,,https://www.citylab.com/equity/2019/02/china-vacant-apartments-housing-market-bubble-ghost-cities/583528/,mortgage,optimism about china’s central planning on a global scale who cares if 15 of china’s domestic housing stock is currently vacant it accounted for 15 trillion in mortgage loans in 2017  and when has anything bad ever happened when loans don’t perform ,Doc17,0.01,0.01,0.96,0.01,0.01,2,Topic 2,buy,china,italian,relatively,renting,2
1157968460179075072,97003436.0,"ah, right - i assumed that salary or payroll would be paid into a ‘savings account’ from which you could draw into a current account. (not sure how relevant these distinctions still are in the uk; they are effectively meaningless in hk because interest rates are so low)",0.0,https://twitter.com/jamesplloyd/status/1157968460179075072,2019-08-04 10:56:09+00:00,Sun Aug 04 10:56:09 +0000 2019,0.0,,,,,current account,ah right  i assumed that salary or payroll would be paid into a ‘savings account’ from which you could draw into a current account not sure how relevant these distinctions still are in the uk they are effectively meaningless in hk because interest rates are so low,Doc0,0.01,0.96,0.01,0.01,0.01,1,Topic 1,savings,rates,meaningless,relevant,low,1
1157963430428463105,97003436.0,"what are the criteria against which they assess whether it is a “main current account” - e.g. mininmum balance, number of transactions, etc? (totally agree with your point - just curious about possible workaround)",0.0,https://twitter.com/jamesplloyd/status/1157963430428463105,2019-08-04 10:36:10+00:00,Sun Aug 04 10:36:10 +0000 2019,0.0,,,,,current account,what are the criteria against which they assess whether it is a “main current account”  eg mininmum balance number of transactions etc totally agree with your point  just curious about possible workaround,Doc1,0.01,0.01,0.01,0.01,0.95,4,Topic 4,new,hey,year,next,friends,4
1124078317441884160,540417929.0,"hey @flipgrid friends, where can i shop for stickers + swag? i wanna stock up before i move to my new school next year! also, how do i transfer my current account to a new school/email? thanks!!",0.0,https://twitter.com/cecigomez_g/status/1124078317441884160,2019-05-02 22:28:49+00:00,Thu May 02 22:28:49 +0000 2019,4.0,@Flipgrid,,,,current account,hey  friends where can i shop for stickers  swag i wanna stock up before i move to my new school next year also how do i transfer my current account to a new schoolemail thanks,Doc2,0.01,0.01,0.01,0.01,0.96,4,Topic 4,new,hey,year,next,friends,4
1157968460179075072,97003436.0,"ah, right - i assumed that salary or payroll would be paid into a ‘savings account’ from which you could draw into a current account. (not sure how relevant these distinctions still are in the uk; they are effectively meaningless in hk because interest rates are so low)",0.0,https://twitter.com/jamesplloyd/status/1157968460179075072,2019-08-04 10:56:09+00:00,Sun Aug 04 10:56:09 +0000 2019,0.0,,,,,savings account,ah right  i assumed that salary or payroll would be paid into a ‘savings account’ from which you could draw into a current account not sure how relevant these distinctions still are in the uk they are effectively meaningless in hk because interest rates are so low,Doc0,0.01,0.96,0.01,0.01,0.01,1,Topic 1,ah,still,salary,right,relevant,1
1121434876417196032,231071689.0,what do you mean by “earn interest on your balance” on savings account? please dm me. @hsbc_hk,0.0,https://twitter.com/erymarixx/status/1121434876417196032,2019-04-25 15:24:44+00:00,Thu Apr 25 15:24:44 +0000 2019,0.0,@HSBC_HK,,,,savings account,what do you mean by “earn interest on your balance” on savings account please dm me ,Doc1,0.03,0.03,0.03,0.03,0.87,4,Topic 4,mean,balance,dm,earn,please,4
1177330742784774147,9.17731794388058e+17,"having some outsourced traffic tickets lawyers insurance payout percentages offers ones in year 1996 and other cases, i had some serious laws and litigation classes and here’s one case that was always so far describers caucasian robbers ",0.0,https://twitter.com/BennyWong219/status/1177330742784774147,2019-09-26 21:14:57+00:00,Thu Sep 26 21:14:57 +0000 2019,0.0,,,,,insurance,having some outsourced traffic tickets lawyers insurance payout percentages offers ones in year 1996 and other cases i had some serious laws and litigation classes and here’s one case that was always so far describers caucasian robbers ,Doc0,0.01,0.01,0.01,0.95,0.01,3,Topic 3,jinmao,change,0817hk,firm,ping,3
1175772119105335296,110087062.0,if he got a milli in bonds... which i he does.. that will pay his property tax and insurance for the rest of his life..,0.0,https://twitter.com/AaronfingJ/status/1175772119105335296,2019-09-22 14:01:32+00:00,Sun Sep 22 14:01:32 +0000 2019,1.0,,,,,insurance,if he got a milli in bonds which i he does that will pay his property tax and insurance for the rest of his life,Doc1,0.03,0.03,0.03,0.87,0.03,3,Topic 3,jinmao,change,0817hk,firm,ping,3
1174900089799598080,1500504980.0,"excellent discussion with richard sheng from @pingan_group on the many possibilities that #ai &amp; #blockchain present for the future of insurance &amp; financial services, and on how luxembourg as a leading financial centre in the #eu can help companies boost #fintech innovation.",8.0,https://twitter.com/MinFinLux/status/1174900089799598080,2019-09-20 04:16:24+00:00,Fri Sep 20 04:16:24 +0000 2019,33.0,@pingan_group,#AI #Blockchain #EU #Fintech,,,insurance,excellent discussion with richard sheng from  on the many possibilities that ai amp blockchain present for the future of insurance amp financial services and on how luxembourg as a leading financial centre in the eu can help companies boost fintech innovation,Doc2,0.01,0.01,0.95,0.01,0.01,2,Topic 2,financial,losing,yu,tl,may,2
1174892035548991488,31480727.0,who is paying 120 bucks for insurance?,0.0,https://twitter.com/themountainbjj/status/1174892035548991488,2019-09-20 03:44:24+00:00,Fri Sep 20 03:44:24 +0000 2019,0.0,,,,,insurance,who is paying 120 bucks for insurance,Doc3,0.07,0.07,0.07,0.07,0.73,4,Topic 4,tesla,healthy,de,british,calls,4
1173107773573222400,3320602471.0,"american: ""haha in the uk they eat beans on toast and canadian bacon sucks"" canadians and brits: ""at least we aren't dying from lack of health insurance and being buried with hundreds of thousands of dollars in loan debt stupid americans you all deserve to die right now!""",0.0,https://twitter.com/BiracialJuggalo/status/1173107773573222400,2019-09-15 05:34:23+00:00,Sun Sep 15 05:34:23 +0000 2019,1.0,,,,,insurance,american haha in the uk they eat beans on toast and canadian bacon sucks canadians and brits at least we arent dying from lack of health insurance and being buried with hundreds of thousands of dollars in loan debt stupid americans you all deserve to die right now,Doc4,0.01,0.01,0.01,0.96,0.01,3,Topic 3,jinmao,change,0817hk,firm,ping,3
1172785826016530433,255946506.0,big events are not allowed to book spaces without event insurance. it's required in the booking policy.,0.0,https://twitter.com/mmcgurgan/status/1172785826016530433,2019-09-14 08:15:04+00:00,Sat Sep 14 08:15:04 +0000 2019,0.0,,,,,insurance,big events are not allowed to book spaces without event insurance its required in the booking policy,Doc5,0.03,0.03,0.87,0.03,0.03,2,Topic 2,financial,losing,yu,tl,may,2
1172678371836194816,255946506.0,it's probably the insurance companies causing the cancellation rather than the events. event insurance companies are the bureaucratic nightmares to deal with.,2.0,https://twitter.com/mmcgurgan/status/1172678371836194816,2019-09-14 01:08:05+00:00,Sat Sep 14 01:08:05 +0000 2019,1.0,,,,,insurance,its probably the insurance companies causing the cancellation rather than the events event insurance companies are the bureaucratic nightmares to deal with,Doc6,0.89,0.03,0.03,0.03,0.03,0,Topic 0,polyandry,sequential,claim,end,office,0
1172155830579298305,13394732.0,i drive in th on my thai license now. i did in past however have insurance claim driving on my hk license. they said no issue if i had entered country within prior 89 days &amp; had idp. but claim was small. i wouldn't want to test it on something serious though,0.0,https://twitter.com/CELAB99/status/1172155830579298305,2019-09-12 14:31:42+00:00,Thu Sep 12 14:31:42 +0000 2019,0.0,,,,,insurance,i drive in th on my thai license now i did in past however have insurance claim driving on my hk license they said no issue if i had entered country within prior 89 days amp had idp but claim was small i wouldnt want to test it on something serious though,Doc7,0.95,0.01,0.01,0.01,0.01,0,Topic 0,polyandry,sequential,claim,end,office,0
1170856223412875264,30671709.0,"oh and if you can have a large brown label with your name, dob and nat insurance number on it, ready to attach to your big toe, that would be helpful. #scaremongering",0.0,https://twitter.com/octheshrubber/status/1170856223412875264,2019-09-09 00:27:31+00:00,Mon Sep 09 00:27:31 +0000 2019,0.0,,#scaremongering,,,insurance,oh and if you can have a large brown label with your name dob and nat insurance number on it ready to attach to your big toe that would be helpful scaremongering,Doc8,0.93,0.02,0.02,0.02,0.02,0,Topic 0,polyandry,sequential,claim,end,office,0
1170729682431557632,390399332.0,"i can see why you would want it, and i get the point about insurance with the annual review. i just worry about what happens if that insurance kicks in. it could precipitate things, and not in a good way.",0.0,https://twitter.com/jfhksar88/status/1170729682431557632,2019-09-08 16:04:42+00:00,Sun Sep 08 16:04:42 +0000 2019,0.0,,,,,insurance,i can see why you would want it and i get the point about insurance with the annual review i just worry about what happens if that insurance kicks in it could precipitate things and not in a good way,Doc9,0.02,0.02,0.02,0.02,0.91,4,Topic 4,tesla,healthy,de,british,calls,4
1169960371093794818,19509514.0,here in hk they will be available so i’m extremely lucky but i pay £80 for 2 inhalers. and my oh’s company insurance reimburses it while we’re here. is another reason you see so many expats who slag off uk nhs and services paid for through tax. because they’re insulated from it.,1.0,https://twitter.com/MsAlliance/status/1169960371093794818,2019-09-06 13:07:43+00:00,Fri Sep 06 13:07:43 +0000 2019,2.0,,,,,insurance,here in hk they will be available so i’m extremely lucky but i pay £80 for 2 inhalers and my oh’s company insurance reimburses it while we’re here is another reason you see so many expats who slag off uk nhs and services paid for through tax because they’re insulated from it,Doc10,0.93,0.02,0.02,0.02,0.02,0,Topic 0,polyandry,sequential,claim,end,office,0
1169845075595022337,176262766.0,"el mejor negociador y cerrador de contratos #globalbusiness en eso me he convertido, si señor! cero margen de error world trade export insurance #businessintelligence en… https://www.instagram.com/p/b2dtzrelo9zqvjin74aydceaenlsee0cccwq1c0/?igshid=1s5qvk9xr338a",0.0,https://twitter.com/JuanIsaac21/status/1169845075595022337,2019-09-06 05:29:35+00:00,Fri Sep 06 05:29:35 +0000 2019,0.0,,#GlobalBusiness #BusinessIntelligence,,https://www.instagram.com/p/B2DtzrElo9zQVJIn74AYdceaenlSEe0cccWq1c0/?igshid=1s5qvk9xr338a,insurance,el mejor negociador y cerrador de contratos globalbusiness en eso me he convertido si señor cero margen de error world trade export insurance businessintelligence en… ,Doc11,0.01,0.01,0.01,0.01,0.96,4,Topic 4,tesla,healthy,de,british,calls,4
1169279293383270400,11302532.0,british mps step up calls for hongkongers to be given rights of abode ‘as an insurance policy’ * unrest fuels calls for britain and commonwealth countries to give residency rights to british national overseas passport holders ,1.0,https://twitter.com/charlesmok/status/1169279293383270400,2019-09-04 16:01:22+00:00,Wed Sep 04 16:01:22 +0000 2019,2.0,,,,https://www.scmp.com/news/china/diplomacy/article/3025740/british-mps-step-calls-hongkongers-be-given-rights-abode,insurance,british mps step up calls for hongkongers to be given rights of abode ‘as an insurance policy’  unrest fuels calls for britain and commonwealth countries to give residency rights to british national overseas passport holders ,Doc12,0.01,0.01,0.01,0.01,0.96,4,Topic 4,tesla,healthy,de,british,calls,4
1168182966394032128,1.0819376715664836e+18,at my life insurance...hahaha not oil nman #myxcelebvjloudre,3.0,https://twitter.com/Arlenem93506403/status/1168182966394032128,2019-09-01 15:24:57+00:00,Sun Sep 01 15:24:57 +0000 2019,0.0,,#MYXCelebVJLOUDRE,,,insurance,at my life insurancehahaha not oil nman myxcelebvjloudre,Doc13,0.04,0.04,0.04,0.04,0.84,4,Topic 4,tesla,healthy,de,british,calls,4
1166912224708841472,3856197913.0,what about tesla insurance for tesla owners in hong kong? insurance rates for tesla cars in hk are astronomical. doubled this last year. affecting tesla sales here.,0.0,https://twitter.com/hkyanky/status/1166912224708841472,2019-08-29 03:15:29+00:00,Thu Aug 29 03:15:29 +0000 2019,0.0,,,,,insurance,what about tesla insurance for tesla owners in hong kong insurance rates for tesla cars in hk are astronomical doubled this last year affecting tesla sales here,Doc14,0.02,0.02,0.02,0.02,0.91,4,Topic 4,tesla,healthy,de,british,calls,4
1166382932350533632,117152491.0,"just remind, if you decided to come, please ensure to buy travel insurance. we don’t want anyone take a risk and get hurt ",6.0,https://twitter.com/imyipshan/status/1166382932350533632,2019-08-27 16:12:16+00:00,Tue Aug 27 16:12:16 +0000 2019,14.0,,,,,insurance,just remind if you decided to come please ensure to buy travel insurance we don’t want anyone take a risk and get hurt ,Doc15,0.03,0.03,0.9,0.03,0.03,2,Topic 2,financial,losing,yu,tl,may,2
1165010133434302464,1.1497060776440832e+18,"i indefinite re-election from study to the present measures. because it takes a generation to clean up the new bourgeoisie!!! without the vampire warriors, we can do a good job of the people's livelihood of the most basic two: old-age insurance and medical insurance! a kind of",0.0,https://twitter.com/toplifestyle2/status/1165010133434302464,2019-08-23 21:17:15+00:00,Fri Aug 23 21:17:15 +0000 2019,0.0,,,,,insurance,i indefinite reelection from study to the present measures because it takes a generation to clean up the new bourgeoisie without the vampire warriors we can do a good job of the peoples livelihood of the most basic two oldage insurance and medical insurance a kind of,Doc16,0.1,0.1,0.1,0.6,0.1,3,Topic 3,jinmao,change,0817hk,firm,ping,3
1165010052987535361,1.1497060776440832e+18,"i support his indefinite re-election from study to the present measures. because it takes a generation to clean up the new bourgeoisie!!! without the vampire warriors, we can do a good job of the people's livelihood of the most basic two: old-age insurance and medical insurance",0.0,https://twitter.com/toplifestyle2/status/1165010052987535361,2019-08-23 21:16:56+00:00,Fri Aug 23 21:16:56 +0000 2019,0.0,,,,,insurance,i support his indefinite reelection from study to the present measures because it takes a generation to clean up the new bourgeoisie without the vampire warriors we can do a good job of the peoples livelihood of the most basic two oldage insurance and medical insurance,Doc17,0.1,0.1,0.6,0.1,0.1,2,Topic 2,financial,losing,yu,tl,may,2
1164287396650737664,43624147.0,"stop staring at the clock every day. it's time for a new career. follow us to view jobs with titles like ""ups capital - account manager (insurance and logistics solution)"" in #hongkong. #sales",0.0,https://twitter.com/tmj_usa_sales/status/1164287396650737664,2019-08-21 21:25:21+00:00,Wed Aug 21 21:25:21 +0000 2019,0.0,,#HongKong #Sales,,,insurance,stop staring at the clock every day its time for a new career follow us to view jobs with titles like ups capital  account manager insurance and logistics solution in hongkong sales,Doc18,0.02,0.02,0.02,0.02,0.93,4,Topic 4,tesla,healthy,de,british,calls,4
1163661135586848768,9.535106675703972e+17,"benefits of sequential polyandry remain controversial with competitive hypotheses -> ""gi = genetic incompatibility"" or the ""gd = good genes"". here we found that insurance against gi favours the #evolution &amp; maintenance of sequential polyandry. https://onlinelibrary.wiley.com/doi/abs/10.1111/evo.13823",3.0,https://twitter.com/iBEER_LAB/status/1163661135586848768,2019-08-20 03:56:49+00:00,Tue Aug 20 03:56:49 +0000 2019,7.0,,#evolution,,https://onlinelibrary.wiley.com/doi/abs/10.1111/evo.13823,insurance,benefits of sequential polyandry remain controversial with competitive hypotheses  gi  genetic incompatibility or the gd  good genes here we found that insurance against gi favours the evolution amp maintenance of sequential polyandry ,Doc19,0.95,0.01,0.01,0.01,0.01,0,Topic 0,polyandry,sequential,claim,end,office,0
1161219061948153858,255946506.0,i'm flying for my bday on friday. i would be really bummed to miss out but that's what travel insurance is for.,0.0,https://twitter.com/mmcgurgan/status/1161219061948153858,2019-08-13 10:12:53+00:00,Tue Aug 13 10:12:53 +0000 2019,2.0,,,,,insurance,im flying for my bday on friday i would be really bummed to miss out but thats what travel insurance is for,Doc20,0.03,0.89,0.03,0.03,0.03,1,Topic 1,agassi,term,care,catching,wonderful,1
1159700915739193344,31480727.0,if you get caught dui they take your license. which of course you need a licence and insurance to own and drive a car. as well as registration. something none of you would ever be okay with for guns ironically,0.0,https://twitter.com/themountainbjj/status/1159700915739193344,2019-08-09 05:40:19+00:00,Fri Aug 09 05:40:19 +0000 2019,0.0,,,,,insurance,if you get caught dui they take your license which of course you need a licence and insurance to own and drive a car as well as registration something none of you would ever be okay with for guns ironically,Doc21,0.02,0.02,0.02,0.93,0.02,3,Topic 3,jinmao,change,0817hk,firm,ping,3
1159077961393295360,1.1497060776440832e+18,healthy insurance can do nothing for your healthy healthy is my lifestyle,0.0,https://twitter.com/toplifestyle2/status/1159077961393295360,2019-08-07 12:24:55+00:00,Wed Aug 07 12:24:55 +0000 2019,0.0,,,,,insurance,healthy insurance can do nothing for your healthy healthy is my lifestyle,Doc22,0.04,0.04,0.04,0.04,0.84,4,Topic 4,tesla,healthy,de,british,calls,4
1158296622855380994,912439009.0,"i shit you not, out of an abundance of caution for our insurance premiums, our office is being evacuated. notice how far away the protesters actually are from our office. #hongkongprotests #hongkong #hongkongstrike",0.0,https://twitter.com/GiantTigerCat/status/1158296622855380994,2019-08-05 08:40:09+00:00,Mon Aug 05 08:40:09 +0000 2019,3.0,,#HongKongProtests #HongKong #HongKongStrike,,,insurance,i shit you not out of an abundance of caution for our insurance premiums our office is being evacuated notice how far away the protesters actually are from our office hongkongprotests hongkong hongkongstrike,Doc23,0.93,0.02,0.02,0.02,0.02,0,Topic 0,polyandry,sequential,claim,end,office,0
1156567829887344641,43624147.0,looking to score a job at ups? you're in luck. click the link in our bio for the job description and information on how to apply: ups capital - account manager (general insurance products) #sales #hongkong,0.0,https://twitter.com/tmj_usa_sales/status/1156567829887344641,2019-07-31 14:10:33+00:00,Wed Jul 31 14:10:33 +0000 2019,0.0,,#Sales #HongKong,,,insurance,looking to score a job at ups youre in luck click the link in our bio for the job description and information on how to apply ups capital  account manager general insurance products sales hongkong,Doc24,0.02,0.92,0.02,0.02,0.02,1,Topic 1,agassi,term,care,catching,wonderful,1
1156353456329744384,255946506.0,anytime in hong kong you want to gather a large group of people together you need insurance. we needed a 30k insurance policy for the shakespeare festival.,0.0,https://twitter.com/mmcgurgan/status/1156353456329744384,2019-07-30 23:58:42+00:00,Tue Jul 30 23:58:42 +0000 2019,2.0,,,,,insurance,anytime in hong kong you want to gather a large group of people together you need insurance we needed a 30k insurance policy for the shakespeare festival,Doc25,0.89,0.03,0.03,0.03,0.03,0,Topic 0,polyandry,sequential,claim,end,office,0
